GeneName	EntrezID	Symbol	Chr	Length
ENSG00000264168.1	MTND1P15	MTND1P15	chr17	958.0
ENSG00000263914.1	RP11-846F4.5	RP11-846F4.5	chr17	1038.0
ENSG00000240103.2	RP11-846F4.6	RP11-846F4.6	chr17	2246.0
ENSG00000241225.2	TRNAS30P	TRNAS30P	chr17	68.0
ENSG00000263483.1	MTATP6P3	MTATP6P3	chr17	675.0
ENSG00000264316.1	RP11-846F4.9	RP11-846F4.9	chr17	780.0
ENSG00000264930.1	RP11-846F4.10	RP11-846F4.10	chr17	315.0
ENSG00000264262.1	RP11-285M22.3	RP11-285M22.3	chr17	15923.0
ENSG00000265114.1	RP11-285M22.1	RP11-285M22.1	chr17	779.0
ENSG00000264431.1	RP11-285M22.2	RP11-285M22.2	chr17	1506.0
ENSG00000264970.1	RP11-846F4.11	RP11-846F4.11	chr17	1270.0
ENSG00000263433.1	RP11-260A9.1	RP11-260A9.1	chr17	396.0
ENSG00000264734.1	RP11-260A9.6	RP11-260A9.6	chr17	10752.0
ENSG00000264172.1	RP11-260A9.5	RP11-260A9.5	chr17	598.0
ENSG00000266736.1	RP11-260A9.4	RP11-260A9.4	chr17	28407.0
ENSG00000264837.1	VN1R71P	VN1R71P	chr17	822.0
ENSG00000265646.2	TUFMP1	TUFMP1	chr17	1346.0
ENSG00000265246.1	RP11-663N22.1	RP11-663N22.1	chr17	3802.0
ENSG00000239223.2	RPL34P31	RPL34P31	chr17	370.0
ENSG00000213664.4	RPS16P8	RPS16P8	chr17	430.0
ENSG00000265453.1	RP11-173M1.3	RP11-173M1.3	chr17	321.0
ENSG00000264865.1	hsa-mir-4522	hsa-mir-4522	chr17	86.0
ENSG00000263583.1	MIR4522	MIR4522	chr17	86.0
ENSG00000109046.10	WSB1	WSB1	chr17	19555.0
ENSG00000264469.1	RP11-173M1.8	RP11-173M1.8	chr17	1283.0
ENSG00000266313.1	RP11-173M1.4	RP11-173M1.4	chr17	15235.0
ENSG00000265683.1	RP11-173M1.5	RP11-173M1.5	chr17	726.0
ENSG00000266356.1	RP11-578C11.2	RP11-578C11.2	chr17	1368.0
ENSG00000266433.2	TBC1D3P5	TBC1D3P5	chr17	13933.0
ENSG00000141068.9	KSR1	KSR1	chr17	169791.0
ENSG00000265801.1	RP11-720N19.2	RP11-720N19.2	chr17	429.0
ENSG00000263368.1	RP11-720N19.1	RP11-720N19.1	chr17	837.0
ENSG00000266853.1	ITM2BP1	ITM2BP1	chr17	663.0
ENSG00000266728.1	AC015688.3	AC015688.3	chr17	17413.0
ENSG00000266872.1	RP11-19P22.8	RP11-19P22.8	chr17	954.0
ENSG00000168961.12	LGALS9	LGALS9	chr17	19762.0
ENSG00000264216.1	NOS2P1	NOS2P1	chr17	14378.0
ENSG00000265788.1	RP11-19P22.5	RP11-19P22.5	chr17	2109.0
ENSG00000265041.1	RP11-19P22.7	RP11-19P22.7	chr17	6054.0
ENSG00000266771.1	RP11-19P22.10	RP11-19P22.10	chr17	103.0
ENSG00000264240.1	RP11-19P22.6	RP11-19P22.6	chr17	282.0
ENSG00000264689.1	RP11-19P22.2	RP11-19P22.2	chr17	261.0
ENSG00000263604.1	RP11-19P22.3	RP11-19P22.3	chr17	198.0
ENSG00000263472.1	RN7SL576P	RN7SL576P	chr17	303.0
ENSG00000265833.1	RP1-66C13.1	RP1-66C13.1	chr17	72.0
ENSG00000266416.1	RP1-66C13.2	RP1-66C13.2	chr17	27.0
ENSG00000266786.1	RP1-66C13.3	RP1-66C13.3	chr17	8822.0
ENSG00000007171.12	NOS2	NOS2	chr17	43733.0
ENSG00000266202.1	LYRM9	LYRM9	chr17	94559.0
ENSG00000266527.1	RP11-138P22.1	RP11-138P22.1	chr17	6592.0
ENSG00000232859.5	LYRM9	LYRM9	chr17	16438.0
ENSG00000260019.1	RP11-218F4.1	RP11-218F4.1	chr17	44675.0
ENSG00000251818.1	SCARNA20	SCARNA20	chr17	137.0
ENSG00000266190.1	RP11-218F4.2	RP11-218F4.2	chr17	597.0
ENSG00000202389.1	SNORA70	SNORA70	chr17	134.0
ENSG00000087095.8	NLK	NLK	chr17	154644.0
ENSG00000252283.1	Vault	Vault	chr17	101.0
ENSG00000240873.1	RPS29P22	RPS29P22	chr17	167.0
ENSG00000203484.1	AC100852.2	AC100852.2	chr17	153.0
ENSG00000203483.1	AC100852.1	AC100852.1	chr17	156.0
ENSG00000255851.1	AC061975.9	AC061975.9	chr17	154.0
ENSG00000197825.4	AC061975.1	AC061975.1	chr17	1007.0
ENSG00000267644.1	CTD-2008P7.10	CTD-2008P7.10	chr17	720.0
ENSG00000203482.1	AC061975.7	AC061975.7	chr17	153.0
ENSG00000237575.4	PYY2	PYY2	chr17	1502.0
ENSG00000267259.1	CTD-2008P7.9	CTD-2008P7.9	chr17	2691.0
ENSG00000203480.1	AC061975.6	AC061975.6	chr17	153.0
ENSG00000266830.1	CTD-2008P7.8	CTD-2008P7.8	chr17	1552.0
ENSG00000265060.1	PPY2	PPY2	chr17	845.0
ENSG00000203479.1	AC061975.5	AC061975.5	chr17	144.0
ENSG00000263788.1	CTD-2008P7.7	CTD-2008P7.7	chr17	294.0
ENSG00000264486.1	CTD-2008P7.3	CTD-2008P7.3	chr17	9113.0
ENSG00000260777.1	CTD-2008P7.1	CTD-2008P7.1	chr17	2735.0
ENSG00000266306.1	CTD-2008P7.6	CTD-2008P7.6	chr17	3162.0
ENSG00000264029.1	CTD-2008P7.5	CTD-2008P7.5	chr17	1059.0
ENSG00000265480.1	KRT18P55	KRT18P55	chr17	41797.0
ENSG00000207844.1	AC061975.8	AC061975.8	chr17	90.0
ENSG00000203478.1	AC061975.4	AC061975.4	chr17	153.0
ENSG00000203465.2	AC061975.2	AC061975.2	chr17	153.0
ENSG00000203477.1	AC061975.3	AC061975.3	chr17	151.0
ENSG00000268206.1	AC061975.10	AC061975.10	chr17	3656.0
ENSG00000109084.9	TMEM97	TMEM97	chr17	9586.0
ENSG00000109083.9	IFT20	IFT20	chr17	7163.0
ENSG00000109079.5	TNFAIP1	TNFAIP1	chr17	11407.0
ENSG00000004142.7	POLDIP2	POLDIP2	chr17	10886.0
ENSG00000244045.5	TMEM199	TMEM199	chr17	24112.0
ENSG00000258924.3	CTB-96E2.3	CTB-96E2.3	chr17	24046.0
ENSG00000264302.1	MIR4723	MIR4723	chr17	80.0
ENSG00000265618.1	CTB-96E2.7	CTB-96E2.7	chr17	1258.0
ENSG00000109072.7	SEBOX	SEBOX	chr17	8820.0
ENSG00000258852.2	CTB-96E2.2	CTB-96E2.2	chr17	3723.0
ENSG00000004139.9	SARM1	SARM1	chr17	36687.0
ENSG00000076351.8	SLC46A1	SLC46A1	chr17	12554.0
ENSG00000264098.1	CTD-2350C19.1	CTD-2350C19.1	chr17	1939.0
ENSG00000265254.1	CTD-2350C19.2	CTD-2350C19.2	chr17	1556.0
ENSG00000265541.1	H3F3BP2	H3F3BP2	chr17	570.0
ENSG00000263870.1	CTD-2350C19.5	CTD-2350C19.5	chr17	1500.0
ENSG00000258472.3	RP11-192H23.4	RP11-192H23.4	chr17	158445.0
ENSG00000183405.5	RPS7P1	RPS7P1	chr17	646.0
ENSG00000007216.10	SLC13A2	SLC13A2	chr17	24488.0
ENSG00000109101.3	FOXN1	FOXN1	chr17	32653.0
ENSG00000109103.7	UNC119	UNC119	chr17	5961.0
ENSG00000087111.16	PIGS	PIGS	chr17	18489.0
ENSG00000109107.9	ALDOC	ALDOC	chr17	4149.0
ENSG00000265168.1	RP11-192H23.5	RP11-192H23.5	chr17	1126.0
ENSG00000076382.10	SPAG5	SPAG5	chr17	21705.0
ENSG00000227543.3	SPAG5-AS1	SPAG5-AS1	chr17	18585.0
ENSG00000264608.1	RP11-192H23.8	RP11-192H23.8	chr17	457.0
ENSG00000265287.2	RP11-192H23.6	RP11-192H23.6	chr17	1767.0
ENSG00000167524.10	SGK494	SGK494	chr17	6236.0
ENSG00000007202.10	KIAA0100	KIAA0100	chr17	31014.0
ENSG00000264044.1	RP11-192H23.7	RP11-192H23.7	chr17	2744.0
ENSG00000132581.4	SDF2	SDF2	chr17	13833.0
ENSG00000240494.2	RPS12P28	RPS12P28	chr17	426.0
ENSG00000109111.10	SUPT6H	SUPT6H	chr17	40588.0
ENSG00000265205.1	AC010761.13	AC010761.13	chr17	2750.0
ENSG00000167525.9	PROCA1	PROCA1	chr17	8657.0
ENSG00000109113.13	RAB34	RAB34	chr17	4148.0
ENSG00000198242.9	RPL23A	RPL23A	chr17	4966.0
ENSG00000238423.1	SNORD42B	SNORD42B	chr17	66.0
ENSG00000264577.1	AC010761.8	AC010761.8	chr17	1390.0
ENSG00000238578.1	SNORD4A	SNORD4A	chr17	71.0
ENSG00000238649.1	SNORD42A	SNORD42A	chr17	63.0
ENSG00000238597.1	SNORD4B	SNORD4B	chr17	71.0
ENSG00000160606.6	TLCD1	TLCD1	chr17	3587.0
ENSG00000160602.9	NEK8	NEK8	chr17	17558.0
ENSG00000267729.1	AC010761.14	AC010761.14	chr17	481.0
ENSG00000265073.1	AC010761.6	AC010761.6	chr17	10139.0
ENSG00000076604.10	TRAF4	TRAF4	chr17	6972.0
ENSG00000265474.1	AC010761.9	AC010761.9	chr17	2083.0
ENSG00000265840.1	AC010761.10	AC010761.10	chr17	348.0
ENSG00000173065.9	FAM222B	FAM222B	chr17	99254.0
ENSG00000243053.2	RPL31P58	RPL31P58	chr17	378.0
ENSG00000238516.1	Y_RNA	Y_RNA	chr17	100.0
ENSG00000264138.1	RP11-20B24.3	RP11-20B24.3	chr17	732.0
ENSG00000132591.7	ERAL1	ERAL1	chr17	6129.0
ENSG00000264066.2	MIR4732	MIR4732	chr17	894.0
ENSG00000207794.1	MIR451A	MIR451A	chr17	71.0
ENSG00000207618.1	MIR144	MIR144	chr17	85.0
ENSG00000265772.1	MIR4732	MIR4732	chr17	75.0
ENSG00000132589.11	FLOT2	FLOT2	chr17	18344.0
ENSG00000264304.1	RP11-20B24.7	RP11-20B24.7	chr17	873.0
ENSG00000266642.1	RP11-20B24.4	RP11-20B24.4	chr17	1656.0
ENSG00000167536.9	DHRS13	DHRS13	chr17	5290.0
ENSG00000109118.9	PHF12	PHF12	chr17	46521.0
ENSG00000265845.2	RP11-20B24.5	RP11-20B24.5	chr17	18474.0
ENSG00000265908.1	RP11-20B24.6	RP11-20B24.6	chr17	598.0
ENSG00000179761.7	PIPOX	PIPOX	chr17	106703.0
ENSG00000063015.15	SEZ6	SEZ6	chr17	51539.0
ENSG00000263613.1	RP11-321A17.5	RP11-321A17.5	chr17	1210.0
ENSG00000238007.1	AC024619.2	AC024619.2	chr17	3647.0
ENSG00000263781.2	RP11-321A17.3	RP11-321A17.3	chr17	320.0
ENSG00000196535.9	MYO18A	MYO18A	chr17	106902.0
ENSG00000221995.4	TIAF1	TIAF1	chr17	18000.0
ENSG00000263709.1	RP11-321A17.4	RP11-321A17.4	chr17	15006.0
ENSG00000264050.1	RP11-22N12.2	RP11-22N12.2	chr17	714.0
ENSG00000178082.5	TWF1P1	TWF1P1	chr17	1051.0
ENSG00000108255.3	CRYBA1	CRYBA1	chr17	7631.0
ENSG00000108256.4	NUFIP2	NUFIP2	chr17	38282.0
ENSG00000239256.1	RPL35AP35	RPL35AP35	chr17	340.0
ENSG00000266111.1	RP11-296K13.4	RP11-296K13.4	chr17	52031.0
ENSG00000264808.1	MIR4523	MIR4523	chr17	21060.0
ENSG00000222363.1	RNU4-34P	RNU4-34P	chr17	123.0
ENSG00000160551.5	TAOK1	TAOK1	chr17	161440.0
ENSG00000263719.1	MIR4523	MIR4523	chr17	68.0
ENSG00000253064.1	U6	U6	chr17	105.0
ENSG00000202205.1	U6	U6	chr17	100.0
ENSG00000264031.1	RP11-68I3.2	RP11-68I3.2	chr17	146543.0
ENSG00000168792.4	ABHD15	ABHD15	chr17	6590.0
ENSG00000167543.11	TP53I13	TP53I13	chr17	7105.0
ENSG00000264290.1	RP11-68I3.4	RP11-68I3.4	chr17	939.0
ENSG00000108262.11	GIT1	GIT1	chr17	20585.0
ENSG00000198720.8	ANKRD13B	ANKRD13B	chr17	24992.0
ENSG00000264647.1	RP11-68I3.7	RP11-68I3.7	chr17	538.0
ENSG00000167549.14	CORO6	CORO6	chr17	8151.0
ENSG00000264007.1	RP11-68I3.10	RP11-68I3.10	chr17	637.0
ENSG00000141298.13	SSH2	SSH2	chr17	304338.0
ENSG00000263370.1	RP11-68I3.5	RP11-68I3.5	chr17	1198.0
ENSG00000222858.1	U6	U6	chr17	91.0
ENSG00000265625.1	RP11-68I3.11	RP11-68I3.11	chr17	1051.0
ENSG00000240531.1	RPL21P123	RPL21P123	chr17	406.0
ENSG00000263657.1	RP11-82O19.1	RP11-82O19.1	chr17	26733.0
ENSG00000265713.1	RP11-82O19.2	RP11-82O19.2	chr17	954.0
ENSG00000252657.1	SNORA70	SNORA70	chr17	125.0
ENSG00000240074.1	RPL9P30	RPL9P30	chr17	573.0
ENSG00000263477.1	RP11-338L22.2	RP11-338L22.2	chr17	2690.0
ENSG00000239129.1	snoU13	snoU13	chr17	103.0
ENSG00000176927.10	EFCAB5	EFCAB5	chr17	179252.0
ENSG00000264435.1	RP11-338L22.3	RP11-338L22.3	chr17	513.0
ENSG00000264715.1	AC104996.1	AC104996.1	chr17	85.0
ENSG00000207011.1	RNY4P13	RNY4P13	chr17	95.0
ENSG00000267482.1	RNY4P13	RNY4P13	chr17	93.0
ENSG00000265289.1	AC104984.4	AC104984.4	chr17	6338.0
ENSG00000266876.1	RP11-1148O4.1	RP11-1148O4.1	chr17	999.0
ENSG00000265394.1	RP11-1148O4.2	RP11-1148O4.2	chr17	27131.0
ENSG00000126653.11	NSRP1	NSRP1	chr17	70954.0
ENSG00000199071.2	MIR423	MIR423	chr17	93.0
ENSG00000266919.1	MIR3184	MIR3184	chr17	93.0
ENSG00000265739.1	RP11-354P11.3	RP11-354P11.3	chr17	3689.0
ENSG00000266987.1	RP11-354P11.8	RP11-354P11.8	chr17	728.0
ENSG00000108576.5	SLC6A4	SLC6A4	chr17	41683.0
ENSG00000264125.1	RP11-354P11.4	RP11-354P11.4	chr17	2150.0
ENSG00000266120.1	RP11-354P11.2	RP11-354P11.2	chr17	13496.0
ENSG00000252112.1	SNORD63	SNORD63	chr17	63.0
ENSG00000108578.10	BLMH	BLMH	chr17	43856.0
ENSG00000222679.1	U6	U6	chr17	106.0
ENSG00000182271.8	TMIGD1	TMIGD1	chr17	17726.0
ENSG00000207132.1	Y_RNA	Y_RNA	chr17	101.0
ENSG00000201255.1	U6	U6	chr17	103.0
ENSG00000108582.7	CPD	CPD	chr17	91084.0
ENSG00000108587.10	GOSR1	GOSR1	chr17	50230.0
ENSG00000264958.2	ALOX12P1	ALOX12P1	chr17	12728.0
ENSG00000263860.1	RP11-218M11.3	RP11-218M11.3	chr17	696.0
ENSG00000264242.2	RP11-271K11.1	RP11-271K11.1	chr17	5265.0
ENSG00000266733.1	TBC1D29	TBC1D29	chr17	6381.0
ENSG00000266775.1	RP11-218M11.6	RP11-218M11.6	chr17	770.0
ENSG00000259928.1	RP11-218M11.1	RP11-218M11.1	chr17	1519.0
ENSG00000231870.4	KRT17P3	KRT17P3	chr17	4048.0
ENSG00000231421.3	AC006050.2	AC006050.2	chr17	3529.0
ENSG00000214719.5	AC005562.1	AC005562.1	chr17	96325.0
ENSG00000248121.2	SMURF2P1	SMURF2P1	chr17	15184.0
ENSG00000264943.1	SH3GL1P2	SH3GL1P2	chr17	1081.0
ENSG00000250462.3	LRRC37BP1	LRRC37BP1	chr17	7622.0
ENSG00000241631.2	RN7SL316P	RN7SL316P	chr17	267.0
ENSG00000264538.2	SUZ12P	SUZ12P	chr17	81609.0
ENSG00000265443.1	CTD-2349P21.6	CTD-2349P21.6	chr17	1259.0
ENSG00000263603.1	CTD-2349P21.5	CTD-2349P21.5	chr17	1733.0
ENSG00000176390.10	CRLF3	CRLF3	chr17	55388.0
ENSG00000265791.1	CTD-2349P21.10	CTD-2349P21.10	chr17	728.0
ENSG00000266490.1	CTD-2349P21.9	CTD-2349P21.9	chr17	461.0
ENSG00000242439.1	CTD-2349P21.1	CTD-2349P21.1	chr17	417.0
ENSG00000176208.4	ATAD5	ATAD5	chr17	63899.0
ENSG00000265334.1	CTD-2349P21.11	CTD-2349P21.11	chr17	28703.0
ENSG00000212190.1	U6	U6	chr17	95.0
ENSG00000263531.1	RP13-753N3.1	RP13-753N3.1	chr17	1019.0
ENSG00000172171.6	TEFM	TEFM	chr17	9484.0
ENSG00000184060.6	ADAP2	ADAP2	chr17	52978.0
ENSG00000230113.1	AC091177.1	AC091177.1	chr17	681.0
ENSG00000266274.1	RN7SL138P	RN7SL138P	chr17	284.0
ENSG00000265743.1	RP11-848P1.3	RP11-848P1.3	chr17	565.0
ENSG00000181481.9	RNF135	RNF135	chr17	31126.0
ENSG00000264456.1	RP11-848P1.2	RP11-848P1.2	chr17	1660.0
ENSG00000264743.2	DPRXP4	DPRXP4	chr17	567.0
ENSG00000266340.1	RP11-848P1.4	RP11-848P1.4	chr17	1640.0
ENSG00000264148.1	RP11-848P1.7	RP11-848P1.7	chr17	165.0
ENSG00000266865.2	RP11-848P1.9	RP11-848P1.9	chr17	84630.0
ENSG00000265798.2	RP11-271K11.5	RP11-271K11.5	chr17	20546.0
ENSG00000264107.1	RP11-848P1.5	RP11-848P1.5	chr17	4663.0
ENSG00000265444.1	MIR4733	MIR4733	chr17	75.0
ENSG00000196712.11	NF1	NF1	chr17	287189.0
ENSG00000266371.1	RP11-142O6.1	RP11-142O6.1	chr17	5336.0
ENSG00000126861.4	OMG	OMG	chr17	25526.0
ENSG00000185862.5	EVI2B	EVI2B	chr17	10346.0
ENSG00000265118.1	CTD-2370N5.3	CTD-2370N5.3	chr17	13618.0
ENSG00000126860.7	EVI2A	EVI2A	chr17	4324.0
ENSG00000263535.1	AK4P1	AK4P1	chr17	666.0
ENSG00000131242.11	RAB11FIP4	RAB11FIP4	chr17	146594.0
ENSG00000239595.2	RN7SL79P	RN7SL79P	chr17	287.0
ENSG00000264862.1	RN7SL45P	RN7SL45P	chr17	295.0
ENSG00000266459.1	MIR4724	MIR4724	chr17	88.0
ENSG00000207614.1	MIR193A	MIR193A	chr17	87.0
ENSG00000221038.1	RNU6ATAC7P	RNU6ATAC7P	chr17	126.0
ENSG00000228768.1	AC003101.1	AC003101.1	chr17	4517.0
ENSG00000265976.1	MIR4725	MIR4725	chr17	89.0
ENSG00000199187.1	MIR365B	MIR365B	chr17	110.0
ENSG00000266877.1	RP1-41C23.1	RP1-41C23.1	chr17	54381.0
ENSG00000266448.1	RP11-805L22.1	RP11-805L22.1	chr17	291.0
ENSG00000202026.1	U6	U6	chr17	100.0
ENSG00000265863.1	RP11-805L22.2	RP11-805L22.2	chr17	1590.0
ENSG00000263567.1	RP11-805L22.3	RP11-805L22.3	chr17	6608.0
ENSG00000265046.1	CTC-542B22.1	CTC-542B22.1	chr17	1019.0
ENSG00000172301.6	COPRS	COPRS	chr17	7473.0
ENSG00000108651.5	UTP6	UTP6	chr17	40861.0
ENSG00000263990.1	CTC-542B22.2	CTC-542B22.2	chr17	12740.0
ENSG00000178691.6	SUZ12	SUZ12	chr17	64027.0
ENSG00000253058.1	RNA5SP437	RNA5SP437	chr17	128.0
ENSG00000264300.1	RP11-640N20.1	RP11-640N20.1	chr17	3578.0
ENSG00000185158.8	LRRC37B	LRRC37B	chr17	45632.0
ENSG00000264497.1	RP11-640N20.5	RP11-640N20.5	chr17	114.0
ENSG00000266777.1	SH3GL1P1	SH3GL1P1	chr17	2854.0
ENSG00000264164.1	RP11-640N20.6	RP11-640N20.6	chr17	13886.0
ENSG00000266379.2	RP11-640N20.8	RP11-640N20.8	chr17	6773.0
ENSG00000263369.2	RP11-640N20.9	RP11-640N20.9	chr17	7795.0
ENSG00000265574.1	CTD-2095E4.1	CTD-2095E4.1	chr17	1028.0
ENSG00000263985.1	AC116407.1	AC116407.1	chr17	85.0
ENSG00000214708.4	AC090616.2	AC090616.2	chr17	1909.0
ENSG00000126858.12	RHOT1	RHOT1	chr17	110920.0
ENSG00000265293.2	ARGFXP2	ARGFXP2	chr17	1071.0
ENSG00000269402.1	AC116407.2	AC116407.2	chr17	506.0
ENSG00000266282.1	UBL5P2	UBL5P2	chr17	218.0
ENSG00000141314.8	RHBDL3	RHBDL3	chr17	58485.0
ENSG00000263674.1	RP11-443G13.2	RP11-443G13.2	chr17	566.0
ENSG00000265794.1	RP11-227G15.3	RP11-227G15.3	chr17	36269.0
ENSG00000108666.5	C17orf75	C17orf75	chr17	25458.0
ENSG00000265139.1	RP11-227G15.2	RP11-227G15.2	chr17	954.0
ENSG00000263749.1	RP11-227G15.5	RP11-227G15.5	chr17	350.0
ENSG00000207928.1	MIR632	MIR632	chr17	93.0
ENSG00000010244.12	ZNF207	ZNF207	chr17	31769.0
ENSG00000266385.1	RP11-227G15.8	RP11-227G15.8	chr17	1203.0
ENSG00000264083.1	RP11-227G15.9	RP11-227G15.9	chr17	1874.0
ENSG00000264373.1	RP11-227G15.6	RP11-227G15.6	chr17	89.0
ENSG00000108671.5	PSMD11	PSMD11	chr17	39057.0
ENSG00000202100.1	Y_RNA	Y_RNA	chr17	108.0
ENSG00000176749.4	CDK5R1	CDK5R1	chr17	4637.0
ENSG00000176658.11	MYO1D	MYO1D	chr17	384655.0
ENSG00000266718.1	RP11-466A19.1	RP11-466A19.1	chr17	3797.0
ENSG00000265222.1	RP11-466A19.8	RP11-466A19.8	chr17	13470.0
ENSG00000263717.1	RP11-466A19.6	RP11-466A19.6	chr17	6481.0
ENSG00000266599.1	RP11-466A19.3	RP11-466A19.3	chr17	12539.0
ENSG00000265337.1	RP11-466A19.5	RP11-466A19.5	chr17	1041.0
ENSG00000264458.1	RP11-220C2.1	RP11-220C2.1	chr17	58745.0
ENSG00000201178.1	Y_RNA	Y_RNA	chr17	110.0
ENSG00000226377.1	AC084809.2	AC084809.2	chr17	1878.0
ENSG00000236377.1	AC084809.3	AC084809.3	chr17	922.0
ENSG00000006042.7	TMEM98	TMEM98	chr17	17196.0
ENSG00000141316.8	SPACA3	SPACA3	chr17	27501.0
ENSG00000108684.10	ASIC2	ASIC2	chr17	1161878.0
ENSG00000264598.1	RP1-29G21.1	RP1-29G21.1	chr17	760.0
ENSG00000266535.1	RP11-40A13.1	RP11-40A13.1	chr17	19885.0
ENSG00000265544.1	RP11-31I22.1	RP11-31I22.1	chr17	3973.0
ENSG00000265697.1	RP11-31I22.4	RP11-31I22.4	chr17	7229.0
ENSG00000265125.1	RP11-31I22.3	RP11-31I22.3	chr17	58358.0
ENSG00000265115.1	RP11-31I22.2	RP11-31I22.2	chr17	8030.0
ENSG00000264643.1	RP11-118G23.2	RP11-118G23.2	chr17	306.0
ENSG00000265689.1	RP11-118G23.1	RP11-118G23.1	chr17	371.0
ENSG00000221699.1	AC024610.1	AC024610.1	chr17	140.0
ENSG00000265356.1	RP11-17M24.1	RP11-17M24.1	chr17	5074.0
ENSG00000263435.1	RP11-17M24.2	RP11-17M24.2	chr17	4320.0
ENSG00000226049.3	TLK2P1	TLK2P1	chr17	3191.0
ENSG00000263485.1	CTC-304I17.4	CTC-304I17.4	chr17	1342.0
ENSG00000265775.1	CTC-304I17.3	CTC-304I17.3	chr17	535.0
ENSG00000252370.1	RNA5SP438	RNA5SP438	chr17	111.0
ENSG00000264791.1	CTC-304I17.2	CTC-304I17.2	chr17	4100.0
ENSG00000263571.1	CTC-304I17.5	CTC-304I17.5	chr17	2514.0
ENSG00000261156.2	RP11-215E13.1	RP11-215E13.1	chr17	26565.0
ENSG00000263383.1	AC005549.1	AC005549.1	chr17	72.0
ENSG00000264990.1	RP11-215E13.2	RP11-215E13.2	chr17	1628.0
ENSG00000265501.1	AC005549.2	AC005549.2	chr17	51.0
ENSG00000268024.1	AC005549.3	AC005549.3	chr17	406.0
ENSG00000108691.4	CCL2	CCL2	chr17	1985.0
ENSG00000108688.7	CCL7	CCL7	chr17	2021.0
ENSG00000172156.3	CCL11	CCL11	chr17	2666.0
ENSG00000108700.4	CCL8	CCL8	chr17	2366.0
ENSG00000265614.1	RP11-521P1.1	RP11-521P1.1	chr17	366.0
ENSG00000181374.3	CCL13	CCL13	chr17	2158.0
ENSG00000108702.3	CCL1	CCL1	chr17	2903.0
ENSG00000225582.1	AC011193.1	AC011193.1	chr17	645.0
ENSG00000197322.1	C17orf102	C17orf102	chr17	5246.0
ENSG00000181291.5	TMEM132E	TMEM132E	chr17	58569.0
ENSG00000264174.1	RP11-212E8.1	RP11-212E8.1	chr17	661.0
ENSG00000264622.1	RP11-642M2.1	RP11-642M2.1	chr17	21175.0
ENSG00000132141.9	CCT6B	CCT6B	chr17	53219.0
ENSG00000198783.4	ZNF830	ZNF830	chr17	1656.0
ENSG00000005156.7	LIG3	LIG3	chr17	24570.0
ENSG00000224113.2	RP5-837J1.2	RP5-837J1.2	chr17	4655.0
ENSG00000092871.12	RFFL	RFFL	chr17	83329.0
ENSG00000267618.1	RAD51D	RAD51D	chr17	110144.0
ENSG00000238858.1	snoU13	snoU13	chr17	106.0
ENSG00000267457.1	RP5-837J1.4	RP5-837J1.4	chr17	543.0
ENSG00000243423.1	RP5-837J1.1	RP5-837J1.1	chr17	270.0
ENSG00000253084.1	U6	U6	chr17	64.0
ENSG00000252328.1	Vault	Vault	chr17	97.0
ENSG00000185379.16	RAD51D	RAD51D	chr17	21730.0
ENSG00000073598.5	FNDC8	FNDC8	chr17	9153.0
ENSG00000073536.13	NLE1	NLE1	chr17	13562.0
ENSG00000141161.7	UNC45B	UNC45B	chr17	41528.0
ENSG00000267782.1	RP11-799D4.3	RP11-799D4.3	chr17	2769.0
ENSG00000266981.1	RP11-799D4.2	RP11-799D4.2	chr17	2821.0
ENSG00000267744.1	RP11-799D4.1	RP11-799D4.1	chr17	741.0
ENSG00000164729.6	SLC35G3	SLC35G3	chr17	1873.0
ENSG00000266947.1	RP11-799D4.4	RP11-799D4.4	chr17	11513.0
ENSG00000166750.5	SLFN5	SLFN5	chr17	30619.0
ENSG00000267364.1	RP11-47L3.1	RP11-47L3.1	chr17	11398.0
ENSG00000267271.1	RP11-686D22.2	RP11-686D22.2	chr17	333.0
ENSG00000172716.12	SLFN11	SLFN11	chr17	23396.0
ENSG00000267315.1	RP11-686D22.6	RP11-686D22.6	chr17	262.0
ENSG00000267711.1	RP11-686D22.5	RP11-686D22.5	chr17	2128.0
ENSG00000267547.1	RP11-686D22.4	RP11-686D22.4	chr17	536.0
ENSG00000267745.1	RP11-686D22.8	RP11-686D22.8	chr17	3084.0
ENSG00000267648.1	RP11-686D22.3	RP11-686D22.3	chr17	870.0
ENSG00000267102.1	RP11-686D22.7	RP11-686D22.7	chr17	626.0
ENSG00000172123.8	SLFN12	SLFN12	chr17	22223.0
ENSG00000154760.9	SLFN13	SLFN13	chr17	13741.0
ENSG00000267312.1	RP11-1094M14.7	RP11-1094M14.7	chr17	1069.0
ENSG00000205045.4	SLFN12L	SLFN12L	chr17	73612.0
ENSG00000267554.1	RP11-686D22.10	RP11-686D22.10	chr17	559.0
ENSG00000267349.1	RP11-686D22.9	RP11-686D22.9	chr17	450.0
ENSG00000267046.1	RP11-1094M14.9	RP11-1094M14.9	chr17	1229.0
ENSG00000267369.1	RP11-1094M14.8	RP11-1094M14.8	chr17	957.0
ENSG00000267074.1	RP11-1094M14.5	RP11-1094M14.5	chr17	10580.0
ENSG00000255987.1	RP11-1094M14.4	RP11-1094M14.4	chr17	420.0
ENSG00000267035.1	RP11-1094M14.10	RP11-1094M14.10	chr17	758.0
ENSG00000236320.3	SLFN14	SLFN14	chr17	9973.0
